Portfolio,CAGR,AnnualizedVol,SharpeRatio,MaxDrawdown
Strategy,0.19563679322823502,0.17635199891901018,1.109353987635158,-0.3155294060249063
Benchmark,0.054562444210850325,0.18994529509839408,0.28725346517578276,-0.3127693660757397
